timestamp,open,high,low,close,volume
2026-03-11 06:40:00+00:00,24003.15,24020.8,23999.65,24011.6,0
2026-03-11 06:45:00+00:00,24012.55,24019.75,24006.25,24015.3,0
2026-03-11 06:50:00+00:00,24016.05,24024.2,24009.05,24015.6,0
2026-03-11 06:55:00+00:00,24016.2,24017.0,24002.5,24011.9,0
2026-03-11 07:00:00+00:00,24012.35,24023.65,23984.0,23990.9,0
2026-03-11 07:05:00+00:00,23993.25,24001.75,23969.7,23972.2,0
2026-03-11 07:10:00+00:00,23973.6,24011.0,23970.95,24010.95,0
2026-03-11 07:15:00+00:00,24011.85,24011.85,23983.1,23992.55,0
2026-03-11 07:20:00+00:00,23993.4,23999.25,23983.2,23985.95,0
2026-03-11 07:25:00+00:00,23986.3,23990.85,23971.15,23973.3,0
2026-03-11 07:30:00+00:00,23973.8,23993.75,23954.0,23961.5,0
2026-03-11 07:35:00+00:00,23962.15,23974.35,23958.7,23971.5,0
2026-03-11 07:40:00+00:00,23971.55,23971.55,23919.8,23929.65,0
2026-03-11 07:45:00+00:00,23930.7,23939.65,23913.45,23938.75,0
2026-03-11 07:50:00+00:00,23939.65,23963.2,23934.75,23961.45,0
2026-03-11 07:55:00+00:00,23962.05,23980.65,23952.4,23980.0,0
2026-03-11 08:00:00+00:00,23980.45,24005.35,23973.9,23977.1,0
2026-03-11 08:05:00+00:00,23977.55,23985.6,23958.35,23961.35,0
2026-03-11 08:10:00+00:00,23962.1,23974.25,23955.85,23957.95,0
2026-03-11 08:15:00+00:00,23958.45,23964.4,23941.8,23951.75,0
2026-03-11 08:20:00+00:00,23951.85,23965.65,23938.7,23961.5,0
2026-03-11 08:25:00+00:00,23961.85,23966.25,23942.45,23959.2,0
2026-03-11 08:30:00+00:00,23959.0,23960.9,23940.6,23955.05,0
2026-03-11 08:35:00+00:00,23955.1,23959.4,23934.35,23934.35,0
2026-03-11 08:40:00+00:00,23936.2,23944.15,23929.2,23939.95,0
2026-03-11 08:45:00+00:00,23940.95,23948.4,23903.6,23915.3,0
2026-03-11 08:50:00+00:00,23916.9,23927.35,23900.1,23900.1,0
2026-03-11 08:55:00+00:00,23899.55,23974.6,23892.0,23974.55,0
2026-03-11 09:00:00+00:00,23975.8,23977.05,23924.3,23924.3,0
2026-03-11 09:05:00+00:00,23923.25,23939.5,23918.65,23936.8,0
2026-03-11 09:10:00+00:00,23938.6,23938.6,23913.7,23921.3,0
2026-03-11 09:15:00+00:00,23921.55,23930.4,23912.3,23916.45,0
2026-03-11 09:20:00+00:00,23917.4,23923.85,23894.5,23916.15,0
2026-03-11 09:25:00+00:00,23916.75,23916.75,23871.8,23872.4,0
2026-03-11 09:30:00+00:00,23874.8,23913.1,23871.65,23883.95,0
2026-03-11 09:35:00+00:00,23887.15,23896.4,23854.35,23878.9,0
2026-03-11 09:40:00+00:00,23880.55,23885.85,23857.5,23861.9,0
2026-03-11 09:45:00+00:00,23864.2,23879.6,23856.45,23874.55,0
2026-03-11 09:50:00+00:00,23876.5,23878.45,23846.25,23860.25,0
2026-03-11 09:55:00+00:00,23860.55,23860.55,23834.3,23848.2,0
