timestamp,open,high,low,close,volume
2026-03-10 09:59:00+00:00,24289.9,24295.55,24281.25,24286.15,0
2026-03-11 03:45:00+00:00,24231.85,24292.35,24218.5,24228.75,0
2026-03-11 03:46:00+00:00,24230.15,24257.45,24230.15,24255.55,0
2026-03-11 03:47:00+00:00,24257.95,24281.35,24256.55,24274.0,0
2026-03-11 03:48:00+00:00,24274.8,24287.35,24269.0,24283.7,0
2026-03-11 03:49:00+00:00,24285.9,24294.1,24276.45,24285.9,0
2026-03-11 03:50:00+00:00,24288.8,24297.05,24280.95,24295.85,0
2026-03-11 03:51:00+00:00,24297.2,24298.4,24287.95,24293.5,0
2026-03-11 03:52:00+00:00,24293.4,24299.0,24275.05,24277.35,0
2026-03-11 03:53:00+00:00,24278.15,24284.85,24271.0,24272.15,0
2026-03-11 03:54:00+00:00,24272.95,24272.95,24239.35,24242.5,0
2026-03-11 03:55:00+00:00,24243.6,24245.7,24225.35,24225.55,0
2026-03-11 03:56:00+00:00,24228.0,24233.65,24213.75,24232.85,0
2026-03-11 03:57:00+00:00,24235.05,24250.35,24234.75,24245.05,0
2026-03-11 03:58:00+00:00,24245.4,24245.65,24234.6,24237.0,0
2026-03-11 03:59:00+00:00,24237.45,24241.1,24232.3,24237.35,0
2026-03-11 04:00:00+00:00,24237.9,24237.9,24222.0,24227.25,0
2026-03-11 04:01:00+00:00,24227.15,24238.25,24216.7,24217.05,0
2026-03-11 04:02:00+00:00,24219.35,24223.05,24203.1,24208.45,0
2026-03-11 04:03:00+00:00,24209.35,24223.65,24206.15,24219.45,0
2026-03-11 04:04:00+00:00,24219.75,24232.3,24213.6,24228.6,0
2026-03-11 04:05:00+00:00,24228.75,24230.7,24215.0,24215.4,0
2026-03-11 04:06:00+00:00,24216.85,24217.0,24190.25,24192.7,0
2026-03-11 04:07:00+00:00,24190.95,24195.4,24184.65,24185.25,0
2026-03-11 04:08:00+00:00,24186.2,24190.8,24181.75,24186.6,0
2026-03-11 04:09:00+00:00,24188.2,24197.3,24184.15,24192.45,0
2026-03-11 04:10:00+00:00,24194.7,24194.7,24176.25,24181.35,0
2026-03-11 04:11:00+00:00,24181.55,24197.6,24181.15,24185.8,0
2026-03-11 04:12:00+00:00,24187.55,24189.75,24182.45,24184.25,0
2026-03-11 04:13:00+00:00,24184.45,24191.75,24172.75,24191.75,0
2026-03-11 04:14:00+00:00,24191.6,24194.35,24185.35,24187.65,0
2026-03-11 04:15:00+00:00,24188.95,24200.05,24187.85,24199.15,0
2026-03-11 04:16:00+00:00,24200.4,24201.65,24184.65,24185.5,0
2026-03-11 04:17:00+00:00,24185.65,24188.4,24179.95,24181.45,0
2026-03-11 04:18:00+00:00,24182.85,24201.8,24182.25,24195.75,0
2026-03-11 04:19:00+00:00,24196.7,24207.5,24196.15,24198.8,0
2026-03-11 04:20:00+00:00,24199.3,24205.35,24197.45,24197.45,0
2026-03-11 04:21:00+00:00,24200.2,24200.2,24189.9,24189.9,0
2026-03-11 04:22:00+00:00,24191.0,24201.1,24189.95,24190.3,0
2026-03-11 04:23:00+00:00,24191.6,24191.6,24159.0,24160.95,0
2026-03-11 04:24:00+00:00,24161.55,24163.65,24146.5,24148.55,0
2026-03-11 04:25:00+00:00,24148.35,24162.45,24144.65,24149.0,0
2026-03-11 04:26:00+00:00,24149.7,24163.6,24147.2,24163.6,0
2026-03-11 04:27:00+00:00,24164.2,24170.0,24161.65,24164.75,0
2026-03-11 04:28:00+00:00,24165.8,24170.55,24158.75,24158.9,0
2026-03-11 04:29:00+00:00,24159.9,24161.45,24153.45,24153.7,0
2026-03-11 04:30:00+00:00,24154.6,24154.6,24145.0,24146.0,0
2026-03-11 04:31:00+00:00,24147.05,24147.05,24138.15,24141.05,0
2026-03-11 04:32:00+00:00,24142.45,24152.2,24134.2,24151.7,0
2026-03-11 04:33:00+00:00,24152.7,24161.7,24152.1,24154.25,0
2026-03-11 04:34:00+00:00,24155.25,24161.45,24154.8,24160.6,0
2026-03-11 04:35:00+00:00,24160.95,24160.95,24143.05,24146.15,0
2026-03-11 04:36:00+00:00,24147.1,24152.8,24143.35,24143.35,0
2026-03-11 04:37:00+00:00,24144.65,24148.8,24138.9,24139.45,0
