timestamp,open,high,low,close,volume
2026-03-10 09:45:00+00:00,24257.4,24302.5,24254.0,24286.15,0
2026-03-11 03:45:00+00:00,24231.85,24299.0,24213.75,24237.35,0
2026-03-11 04:00:00+00:00,24237.9,24238.25,24172.75,24187.65,0
2026-03-11 04:15:00+00:00,24188.95,24207.5,24144.65,24153.7,0
2026-03-11 04:30:00+00:00,24154.6,24161.7,24109.6,24116.5,0
2026-03-11 04:45:00+00:00,24117.1,24132.25,24103.45,24121.65,0
2026-03-11 05:00:00+00:00,24122.35,24141.95,24069.85,24074.1,0
2026-03-11 05:15:00+00:00,24074.0,24104.1,24049.05,24102.95,0
2026-03-11 05:30:00+00:00,24103.1,24114.1,24063.3,24071.4,0
2026-03-11 05:45:00+00:00,24073.75,24073.75,24009.2,24033.55,0
2026-03-11 06:00:00+00:00,24033.9,24034.35,23986.0,24013.55,0
2026-03-11 06:15:00+00:00,24014.45,24015.95,23971.6,23982.3,0
2026-03-11 06:30:00+00:00,23982.6,24023.85,23978.8,24011.6,0
2026-03-11 06:45:00+00:00,24012.55,24024.2,24002.5,24011.9,0
2026-03-11 07:00:00+00:00,24012.35,24023.65,23969.7,24010.95,0
2026-03-11 07:15:00+00:00,24011.85,24011.85,23971.15,23973.3,0
2026-03-11 07:30:00+00:00,23973.8,23993.75,23919.8,23929.65,0
2026-03-11 07:45:00+00:00,23930.7,23980.65,23913.45,23980.0,0
2026-03-11 08:00:00+00:00,23980.45,24005.35,23955.85,23957.95,0
2026-03-11 08:15:00+00:00,23958.45,23966.25,23938.7,23959.2,0
2026-03-11 08:30:00+00:00,23959.0,23960.9,23929.2,23939.95,0
2026-03-11 08:45:00+00:00,23940.95,23974.6,23892.0,23974.55,0
2026-03-11 09:00:00+00:00,23975.8,23977.05,23913.7,23921.3,0
2026-03-11 09:15:00+00:00,23921.55,23930.4,23871.8,23872.4,0
2026-03-11 09:30:00+00:00,23874.8,23913.1,23854.35,23861.9,0
2026-03-11 09:45:00+00:00,23864.2,23879.6,23834.3,23848.2,0
